Date,Value,location,parameter,longitude,latitude,Date_Converted
2024-08-21T18:00:00+00:00,4.177083294,1552754,pm25,-122.432269,45.592266,2024-08-21 18:00:00+00:00
2024-08-21T17:00:00+00:00,4.941666683,1552754,pm25,-122.432269,45.592266,2024-08-21 17:00:00+00:00
2024-08-21T16:00:00+00:00,6.024999936,1552754,pm25,-122.432269,45.592266,2024-08-21 16:00:00+00:00
2024-08-21T15:00:00+00:00,6.427083333,1552754,pm25,-122.432269,45.592266,2024-08-21 15:00:00+00:00
2024-08-21T14:00:00+00:00,7.108333349,1552754,pm25,-122.432269,45.592266,2024-08-21 14:00:00+00:00
2024-08-21T13:00:00+00:00,8.010416706,1552754,pm25,-122.432269,45.592266,2024-08-21 13:00:00+00:00
2024-08-21T12:00:00+00:00,7.272916714,1552754,pm25,-122.432269,45.592266,2024-08-21 12:00:00+00:00
2024-08-21T11:00:00+00:00,6.287500024,1552754,pm25,-122.432269,45.592266,2024-08-21 11:00:00+00:00
2024-08-21T10:00:00+00:00,6.929166595,1552754,pm25,-122.432269,45.592266,2024-08-21 10:00:00+00:00
2024-08-21T09:00:00+00:00,7.225000024,1552754,pm25,-122.432269,45.592266,2024-08-21 09:00:00+00:00
2024-08-21T08:00:00+00:00,7.383333365,1552754,pm25,-122.432269,45.592266,2024-08-21 08:00:00+00:00
2024-08-21T07:00:00+00:00,9.837499936,1552754,pm25,-122.432269,45.592266,2024-08-21 07:00:00+00:00
2024-08-21T06:00:00+00:00,12.68124986,1552754,pm25,-122.432269,45.592266,2024-08-21 06:00:00+00:00
2024-08-21T05:00:00+00:00,13.13124998,1552754,pm25,-122.432269,45.592266,2024-08-21 05:00:00+00:00
2024-08-21T04:00:00+00:00,11.6270833,1552754,pm25,-122.432269,45.592266,2024-08-21 04:00:00+00:00
2024-08-21T03:00:00+00:00,9.872916857,1552754,pm25,-122.432269,45.592266,2024-08-21 03:00:00+00:00
2024-08-21T02:00:00+00:00,9.091666619,1552754,pm25,-122.432269,45.592266,2024-08-21 02:00:00+00:00
2024-08-21T01:00:00+00:00,10.94583337,1552754,pm25,-122.432269,45.592266,2024-08-21 01:00:00+00:00
2024-08-21T00:00:00+00:00,10.06249992,1552754,pm25,-122.432269,45.592266,2024-08-21 00:00:00+00:00
2024-08-20T23:00:00+00:00,8.772916675,1552754,pm25,-122.432269,45.592266,2024-08-20 23:00:00+00:00
2024-08-20T22:00:00+00:00,7.258333286,1552754,pm25,-122.432269,45.592266,2024-08-20 22:00:00+00:00
2024-08-20T21:00:00+00:00,5.706249913,1552754,pm25,-122.432269,45.592266,2024-08-20 21:00:00+00:00
2024-08-20T20:00:00+00:00,5.09374996,1552754,pm25,-122.432269,45.592266,2024-08-20 20:00:00+00:00
2024-08-20T19:00:00+00:00,5.008333325,1552754,pm25,-122.432269,45.592266,2024-08-20 19:00:00+00:00
2024-08-20T18:00:00+00:00,5.410416683,1552754,pm25,-122.432269,45.592266,2024-08-20 18:00:00+00:00
2024-08-20T17:00:00+00:00,3.79583329,1552754,pm25,-122.432269,45.592266,2024-08-20 17:00:00+00:00
2024-08-20T16:00:00+00:00,4.043750028,1552754,pm25,-122.432269,45.592266,2024-08-20 16:00:00+00:00
2024-08-20T15:00:00+00:00,4.449999928,1552754,pm25,-122.432269,45.592266,2024-08-20 15:00:00+00:00
2024-08-20T14:00:00+00:00,4.637500008,1552754,pm25,-122.432269,45.592266,2024-08-20 14:00:00+00:00
2024-08-20T13:00:00+00:00,4.720833341,1552754,pm25,-122.432269,45.592266,2024-08-20 13:00:00+00:00
2024-08-20T12:00:00+00:00,4.635416746,1552754,pm25,-122.432269,45.592266,2024-08-20 12:00:00+00:00
2024-08-20T11:00:00+00:00,4.737500032,1552754,pm25,-122.432269,45.592266,2024-08-20 11:00:00+00:00
2024-08-20T10:00:00+00:00,4.516666651,1552754,pm25,-122.432269,45.592266,2024-08-20 10:00:00+00:00
2024-08-20T09:00:00+00:00,4.520833313,1552754,pm25,-122.432269,45.592266,2024-08-20 09:00:00+00:00
2024-08-20T08:00:00+00:00,4.097916623,1552754,pm25,-122.432269,45.592266,2024-08-20 08:00:00+00:00
2024-08-20T07:00:00+00:00,9.458333174,1552754,pm25,-122.432269,45.592266,2024-08-20 07:00:00+00:00
2024-08-20T06:00:00+00:00,3.716666639,1552754,pm25,-122.432269,45.592266,2024-08-20 06:00:00+00:00
2024-08-20T05:00:00+00:00,3.197916667,1552754,pm25,-122.432269,45.592266,2024-08-20 05:00:00+00:00
2024-08-20T04:00:00+00:00,3.287499984,1552754,pm25,-122.432269,45.592266,2024-08-20 04:00:00+00:00
2024-08-20T03:00:00+00:00,2.922916651,1552754,pm25,-122.432269,45.592266,2024-08-20 03:00:00+00:00
2024-08-20T02:00:00+00:00,2.606250008,1552754,pm25,-122.432269,45.592266,2024-08-20 02:00:00+00:00
2024-08-20T01:00:00+00:00,2.956249992,1552754,pm25,-122.432269,45.592266,2024-08-20 01:00:00+00:00
2024-08-20T00:00:00+00:00,2.693749984,1552754,pm25,-122.432269,45.592266,2024-08-20 00:00:00+00:00
2024-08-19T23:00:00+00:00,3.075000028,1552754,pm25,-122.432269,45.592266,2024-08-19 23:00:00+00:00
2024-08-19T22:00:00+00:00,3.668749968,1552754,pm25,-122.432269,45.592266,2024-08-19 22:00:00+00:00
2024-08-19T21:00:00+00:00,2.945833325,1552754,pm25,-122.432269,45.592266,2024-08-19 21:00:00+00:00
2024-08-19T20:00:00+00:00,3.954166631,1552754,pm25,-122.432269,45.592266,2024-08-19 20:00:00+00:00
2024-08-19T19:00:00+00:00,4.17291671,1552754,pm25,-122.432269,45.592266,2024-08-19 19:00:00+00:00
2024-08-19T18:00:00+00:00,4.324999948,1552754,pm25,-122.432269,45.592266,2024-08-19 18:00:00+00:00
2024-08-19T17:00:00+00:00,3.722916683,1552754,pm25,-122.432269,45.592266,2024-08-19 17:00:00+00:00
2024-08-19T16:00:00+00:00,3.81249996,1552754,pm25,-122.432269,45.592266,2024-08-19 16:00:00+00:00
2024-08-19T15:00:00+00:00,3.666666607,1552754,pm25,-122.432269,45.592266,2024-08-19 15:00:00+00:00
2024-08-19T14:00:00+00:00,3.754166643,1552754,pm25,-122.432269,45.592266,2024-08-19 14:00:00+00:00
2024-08-19T13:00:00+00:00,3.431250016,1552754,pm25,-122.432269,45.592266,2024-08-19 13:00:00+00:00
2024-08-19T12:00:00+00:00,3.672916691,1552754,pm25,-122.432269,45.592266,2024-08-19 12:00:00+00:00
2024-08-19T11:00:00+00:00,3.716666659,1552754,pm25,-122.432269,45.592266,2024-08-19 11:00:00+00:00
2024-08-19T10:00:00+00:00,3.4375,1552754,pm25,-122.432269,45.592266,2024-08-19 10:00:00+00:00
2024-08-19T09:00:00+00:00,4.127083361,1552754,pm25,-122.432269,45.592266,2024-08-19 09:00:00+00:00
2024-08-19T08:00:00+00:00,3.206250012,1552754,pm25,-122.432269,45.592266,2024-08-19 08:00:00+00:00
2024-08-19T07:00:00+00:00,2.895833353,1552754,pm25,-122.432269,45.592266,2024-08-19 07:00:00+00:00
2024-08-19T06:00:00+00:00,2.493749976,1552754,pm25,-122.432269,45.592266,2024-08-19 06:00:00+00:00
2024-08-19T05:00:00+00:00,2.272916645,1552754,pm25,-122.432269,45.592266,2024-08-19 05:00:00+00:00
2024-08-19T04:00:00+00:00,1.979166637,1552754,pm25,-122.432269,45.592266,2024-08-19 04:00:00+00:00
2024-08-19T03:00:00+00:00,2.016666661,1552754,pm25,-122.432269,45.592266,2024-08-19 03:00:00+00:00
2024-08-19T02:00:00+00:00,3.224999994,1552754,pm25,-122.432269,45.592266,2024-08-19 02:00:00+00:00
2024-08-19T01:00:00+00:00,2.266666661,1552754,pm25,-122.432269,45.592266,2024-08-19 01:00:00+00:00
2024-08-19T00:00:00+00:00,1.512499983,1552754,pm25,-122.432269,45.592266,2024-08-19 00:00:00+00:00
2024-08-18T23:00:00+00:00,1.837499986,1552754,pm25,-122.432269,45.592266,2024-08-18 23:00:00+00:00
2024-08-18T22:00:00+00:00,1.247916675,1552754,pm25,-122.432269,45.592266,2024-08-18 22:00:00+00:00
2024-08-18T21:00:00+00:00,1.099999989,1552754,pm25,-122.432269,45.592266,2024-08-18 21:00:00+00:00
2024-08-18T20:00:00+00:00,3.708333383,1552754,pm25,-122.432269,45.592266,2024-08-18 20:00:00+00:00
2024-08-18T19:00:00+00:00,4.847916702,1552754,pm25,-122.432269,45.592266,2024-08-18 19:00:00+00:00
2024-08-18T18:00:00+00:00,5.464583357,1552754,pm25,-122.432269,45.592266,2024-08-18 18:00:00+00:00
2024-08-18T17:00:00+00:00,9.558333357,1552754,pm25,-122.432269,45.592266,2024-08-18 17:00:00+00:00
2024-08-18T16:00:00+00:00,12.94791667,1552754,pm25,-122.432269,45.592266,2024-08-18 16:00:00+00:00
2024-08-18T15:00:00+00:00,11.56458338,1552754,pm25,-122.432269,45.592266,2024-08-18 15:00:00+00:00
2024-08-18T14:00:00+00:00,9.664583206,1552754,pm25,-122.432269,45.592266,2024-08-18 14:00:00+00:00
2024-08-18T13:00:00+00:00,5.912500024,1552754,pm25,-122.432269,45.592266,2024-08-18 13:00:00+00:00
2024-08-18T12:00:00+00:00,6.78124996,1552754,pm25,-122.432269,45.592266,2024-08-18 12:00:00+00:00
2024-08-18T11:00:00+00:00,8.306249936,1552754,pm25,-122.432269,45.592266,2024-08-18 11:00:00+00:00
2024-08-18T10:00:00+00:00,8.960416595,1552754,pm25,-122.432269,45.592266,2024-08-18 10:00:00+00:00
2024-08-18T09:00:00+00:00,12.48333335,1552754,pm25,-122.432269,45.592266,2024-08-18 09:00:00+00:00
2024-08-18T08:00:00+00:00,13.82291667,1552754,pm25,-122.432269,45.592266,2024-08-18 08:00:00+00:00
2024-08-18T07:00:00+00:00,12.64166673,1552754,pm25,-122.432269,45.592266,2024-08-18 07:00:00+00:00
2024-08-18T06:00:00+00:00,9.852083445,1552754,pm25,-122.432269,45.592266,2024-08-18 06:00:00+00:00
2024-08-18T05:00:00+00:00,7.906249881,1552754,pm25,-122.432269,45.592266,2024-08-18 05:00:00+00:00
2024-08-18T04:00:00+00:00,8.499999921,1552754,pm25,-122.432269,45.592266,2024-08-18 04:00:00+00:00
2024-08-18T03:00:00+00:00,9.689583222,1552754,pm25,-122.432269,45.592266,2024-08-18 03:00:00+00:00
2024-08-18T02:00:00+00:00,9.345833341,1552754,pm25,-122.432269,45.592266,2024-08-18 02:00:00+00:00
2024-08-18T01:00:00+00:00,31.67083367,1552754,pm25,-122.432269,45.592266,2024-08-18 01:00:00+00:00
2024-08-18T00:00:00+00:00,25.98541641,1552754,pm25,-122.432269,45.592266,2024-08-18 00:00:00+00:00
2024-08-17T23:00:00+00:00,35.69166597,1552754,pm25,-122.432269,45.592266,2024-08-17 23:00:00+00:00
2024-08-17T22:00:00+00:00,12.72916675,1552754,pm25,-122.432269,45.592266,2024-08-17 22:00:00+00:00
2024-08-17T21:00:00+00:00,13.97499998,1552754,pm25,-122.432269,45.592266,2024-08-17 21:00:00+00:00
2024-08-17T20:00:00+00:00,11.16666683,1552754,pm25,-122.432269,45.592266,2024-08-17 20:00:00+00:00
2024-08-17T19:00:00+00:00,10.64583329,1552754,pm25,-122.432269,45.592266,2024-08-17 19:00:00+00:00
2024-08-17T18:00:00+00:00,8.010416627,1552754,pm25,-122.432269,45.592266,2024-08-17 18:00:00+00:00
2024-08-17T17:00:00+00:00,7.637499968,1552754,pm25,-122.432269,45.592266,2024-08-17 17:00:00+00:00
2024-08-17T16:00:00+00:00,5.700000008,1552754,pm25,-122.432269,45.592266,2024-08-17 16:00:00+00:00
2024-08-17T15:00:00+00:00,5.864583294,1552754,pm25,-122.432269,45.592266,2024-08-17 15:00:00+00:00
2024-08-17T14:00:00+00:00,6.322916706,1552754,pm25,-122.432269,45.592266,2024-08-17 14:00:00+00:00
2024-08-17T13:00:00+00:00,6.493749976,1552754,pm25,-122.432269,45.592266,2024-08-17 13:00:00+00:00
2024-08-17T12:00:00+00:00,5.633333365,1552754,pm25,-122.432269,45.592266,2024-08-17 12:00:00+00:00
2024-08-17T11:00:00+00:00,5.591666698,1552754,pm25,-122.432269,45.592266,2024-08-17 11:00:00+00:00
2024-08-17T10:00:00+00:00,6.447916627,1552754,pm25,-122.432269,45.592266,2024-08-17 10:00:00+00:00
2024-08-17T09:00:00+00:00,5.856250008,1552754,pm25,-122.432269,45.592266,2024-08-17 09:00:00+00:00
2024-08-17T08:00:00+00:00,5.158333302,1552754,pm25,-122.432269,45.592266,2024-08-17 08:00:00+00:00
2024-08-17T07:00:00+00:00,3.970833321,1552754,pm25,-122.432269,45.592266,2024-08-17 07:00:00+00:00
2024-08-17T06:00:00+00:00,2.197916667,1552754,pm25,-122.432269,45.592266,2024-08-17 06:00:00+00:00
2024-08-17T05:00:00+00:00,1.864583353,1552754,pm25,-122.432269,45.592266,2024-08-17 05:00:00+00:00
2024-08-17T04:00:00+00:00,2.466666659,1552754,pm25,-122.432269,45.592266,2024-08-17 04:00:00+00:00
2024-08-17T03:00:00+00:00,2.902083337,1552754,pm25,-122.432269,45.592266,2024-08-17 03:00:00+00:00
2024-08-17T02:00:00+00:00,3.327083329,1552754,pm25,-122.432269,45.592266,2024-08-17 02:00:00+00:00
2024-08-17T01:00:00+00:00,3.010416667,1552754,pm25,-122.432269,45.592266,2024-08-17 01:00:00+00:00
2024-08-17T00:00:00+00:00,2.597916683,1552754,pm25,-122.432269,45.592266,2024-08-17 00:00:00+00:00
2024-08-16T23:00:00+00:00,2.385416647,1552754,pm25,-122.432269,45.592266,2024-08-16 23:00:00+00:00
2024-08-16T22:00:00+00:00,2.939583341,1552754,pm25,-122.432269,45.592266,2024-08-16 22:00:00+00:00
2024-08-16T21:00:00+00:00,2.666666667,1552754,pm25,-122.432269,45.592266,2024-08-16 21:00:00+00:00
2024-08-16T20:00:00+00:00,2.033333321,1552754,pm25,-122.432269,45.592266,2024-08-16 20:00:00+00:00
2024-08-16T19:00:00+00:00,2.043749988,1552754,pm25,-122.432269,45.592266,2024-08-16 19:00:00+00:00
2024-08-16T18:00:00+00:00,1.504166673,1552754,pm25,-122.432269,45.592266,2024-08-16 18:00:00+00:00
2024-08-16T17:00:00+00:00,1.891666651,1552754,pm25,-122.432269,45.592266,2024-08-16 17:00:00+00:00
2024-08-16T16:00:00+00:00,1.743750016,1552754,pm25,-122.432269,45.592266,2024-08-16 16:00:00+00:00
2024-08-16T15:00:00+00:00,1.541666667,1552754,pm25,-122.432269,45.592266,2024-08-16 15:00:00+00:00
2024-08-16T14:00:00+00:00,2.212499986,1552754,pm25,-122.432269,45.592266,2024-08-16 14:00:00+00:00
2024-08-16T13:00:00+00:00,1.350694458,1552754,pm25,-122.432269,45.592266,2024-08-16 13:00:00+00:00
2024-08-16T12:00:00+00:00,1.079166676,1552754,pm25,-122.432269,45.592266,2024-08-16 12:00:00+00:00
2024-08-16T11:00:00+00:00,1.022916675,1552754,pm25,-122.432269,45.592266,2024-08-16 11:00:00+00:00
2024-08-16T10:00:00+00:00,1.034027785,1552754,pm25,-122.432269,45.592266,2024-08-16 10:00:00+00:00
2024-08-16T09:00:00+00:00,1.747916669,1552754,pm25,-122.432269,45.592266,2024-08-16 09:00:00+00:00
2024-08-16T08:00:00+00:00,0.797916671,1552754,pm25,-122.432269,45.592266,2024-08-16 08:00:00+00:00
2024-08-16T07:00:00+00:00,0.53958334,1552754,pm25,-122.432269,45.592266,2024-08-16 07:00:00+00:00
2024-08-16T06:00:00+00:00,0.83541667,1552754,pm25,-122.432269,45.592266,2024-08-16 06:00:00+00:00
2024-08-16T05:00:00+00:00,1.616666675,1552754,pm25,-122.432269,45.592266,2024-08-16 05:00:00+00:00
2024-08-16T04:00:00+00:00,2.722916683,1552754,pm25,-122.432269,45.592266,2024-08-16 04:00:00+00:00
2024-08-16T03:00:00+00:00,3.295833349,1552754,pm25,-122.432269,45.592266,2024-08-16 03:00:00+00:00
2024-08-16T02:00:00+00:00,3.425000032,1552754,pm25,-122.432269,45.592266,2024-08-16 02:00:00+00:00
2024-08-16T01:00:00+00:00,37.41666698,1552754,pm25,-122.432269,45.592266,2024-08-16 01:00:00+00:00
2024-08-16T00:00:00+00:00,3.722916663,1552754,pm25,-122.432269,45.592266,2024-08-16 00:00:00+00:00
2024-08-15T23:00:00+00:00,3.537499984,1552754,pm25,-122.432269,45.592266,2024-08-15 23:00:00+00:00
2024-08-15T22:00:00+00:00,3.404166639,1552754,pm25,-122.432269,45.592266,2024-08-15 22:00:00+00:00
2024-08-15T21:00:00+00:00,3.912500044,1552754,pm25,-122.432269,45.592266,2024-08-15 21:00:00+00:00
2024-08-15T20:00:00+00:00,4.164583325,1552754,pm25,-122.432269,45.592266,2024-08-15 20:00:00+00:00
2024-08-15T19:00:00+00:00,4.877083341,1552754,pm25,-122.432269,45.592266,2024-08-15 19:00:00+00:00
2024-08-15T18:00:00+00:00,3.927083353,1552754,pm25,-122.432269,45.592266,2024-08-15 18:00:00+00:00
2024-08-15T17:00:00+00:00,4.002083302,1552754,pm25,-122.432269,45.592266,2024-08-15 17:00:00+00:00
2024-08-15T16:00:00+00:00,4.09374996,1552754,pm25,-122.432269,45.592266,2024-08-15 16:00:00+00:00
2024-08-15T15:00:00+00:00,4.835416714,1552754,pm25,-122.432269,45.592266,2024-08-15 15:00:00+00:00
2024-08-15T14:00:00+00:00,5.414583325,1552754,pm25,-122.432269,45.592266,2024-08-15 14:00:00+00:00
2024-08-15T13:00:00+00:00,5.295833349,1552754,pm25,-122.432269,45.592266,2024-08-15 13:00:00+00:00
2024-08-15T12:00:00+00:00,5.993749976,1552754,pm25,-122.432269,45.592266,2024-08-15 12:00:00+00:00
2024-08-15T11:00:00+00:00,5.691666683,1552754,pm25,-122.432269,45.592266,2024-08-15 11:00:00+00:00
2024-08-15T10:00:00+00:00,5.506249944,1552754,pm25,-122.432269,45.592266,2024-08-15 10:00:00+00:00
2024-08-15T09:00:00+00:00,5.543749928,1552754,pm25,-122.432269,45.592266,2024-08-15 09:00:00+00:00
2024-08-15T08:00:00+00:00,6.560416619,1552754,pm25,-122.432269,45.592266,2024-08-15 08:00:00+00:00
2024-08-15T07:00:00+00:00,7.929166675,1552754,pm25,-122.432269,45.592266,2024-08-15 07:00:00+00:00
2024-08-15T06:00:00+00:00,8.808333317,1552754,pm25,-122.432269,45.592266,2024-08-15 06:00:00+00:00
2024-08-15T05:00:00+00:00,9.022916714,1552754,pm25,-122.432269,45.592266,2024-08-15 05:00:00+00:00
2024-08-15T04:00:00+00:00,8.89166673,1552754,pm25,-122.432269,45.592266,2024-08-15 04:00:00+00:00
2024-08-15T03:00:00+00:00,9.179166794,1552754,pm25,-122.432269,45.592266,2024-08-15 03:00:00+00:00
2024-08-15T02:00:00+00:00,9.391666651,1552754,pm25,-122.432269,45.592266,2024-08-15 02:00:00+00:00
2024-08-15T01:00:00+00:00,9.60833327,1552754,pm25,-122.432269,45.592266,2024-08-15 01:00:00+00:00
2024-08-15T00:00:00+00:00,9.081250032,1552754,pm25,-122.432269,45.592266,2024-08-15 00:00:00+00:00
2024-08-14T23:00:00+00:00,9.145833333,1552754,pm25,-122.432269,45.592266,2024-08-14 23:00:00+00:00
2024-08-14T22:00:00+00:00,8.299999952,1552754,pm25,-122.432269,45.592266,2024-08-14 22:00:00+00:00
2024-08-14T21:00:00+00:00,7.420833309,1552754,pm25,-122.432269,45.592266,2024-08-14 21:00:00+00:00
2024-08-14T20:00:00+00:00,7.341666698,1552754,pm25,-122.432269,45.592266,2024-08-14 20:00:00+00:00
2024-08-14T19:00:00+00:00,6.889583349,1552754,pm25,-122.432269,45.592266,2024-08-14 19:00:00+00:00
2024-08-14T18:00:00+00:00,7.404166738,1552754,pm25,-122.432269,45.592266,2024-08-14 18:00:00+00:00
2024-08-14T17:00:00+00:00,8.964583397,1552754,pm25,-122.432269,45.592266,2024-08-14 17:00:00+00:00
2024-08-14T16:00:00+00:00,9.583333333,1552754,pm25,-122.432269,45.592266,2024-08-14 16:00:00+00:00
2024-08-14T15:00:00+00:00,9.554166635,1552754,pm25,-122.432269,45.592266,2024-08-14 15:00:00+00:00
2024-08-14T14:00:00+00:00,9.445833286,1552754,pm25,-122.432269,45.592266,2024-08-14 14:00:00+00:00
2024-08-14T13:00:00+00:00,9.156250079,1552754,pm25,-122.432269,45.592266,2024-08-14 13:00:00+00:00
2024-08-14T12:00:00+00:00,7.795833349,1552754,pm25,-122.432269,45.592266,2024-08-14 12:00:00+00:00
2024-08-14T11:00:00+00:00,7.210416555,1552754,pm25,-122.432269,45.592266,2024-08-14 11:00:00+00:00
2024-08-14T10:00:00+00:00,6.385416667,1552754,pm25,-122.432269,45.592266,2024-08-14 10:00:00+00:00
2024-08-14T08:00:00+00:00,5.504166683,1552754,pm25,-122.432269,45.592266,2024-08-14 08:00:00+00:00
2024-08-14T07:00:00+00:00,5.731250008,1552754,pm25,-122.432269,45.592266,2024-08-14 07:00:00+00:00
2024-08-14T06:00:00+00:00,5.258333325,1552754,pm25,-122.432269,45.592266,2024-08-14 06:00:00+00:00
2024-08-14T05:00:00+00:00,5.666666667,1552754,pm25,-122.432269,45.592266,2024-08-14 05:00:00+00:00
2024-08-22T12:00:00+00:00,2,8573,pm25,-122.4834,45.4962,2024-08-22 12:00:00+00:00
2024-08-22T11:00:00+00:00,1.9,8573,pm25,-122.4834,45.4962,2024-08-22 11:00:00+00:00
2024-08-22T10:00:00+00:00,1.9,8573,pm25,-122.4834,45.4962,2024-08-22 10:00:00+00:00
2024-08-22T09:00:00+00:00,1.9,8573,pm25,-122.4834,45.4962,2024-08-22 09:00:00+00:00
2024-08-22T08:00:00+00:00,1.9,8573,pm25,-122.4834,45.4962,2024-08-22 08:00:00+00:00
2024-08-22T07:00:00+00:00,2,8573,pm25,-122.4834,45.4962,2024-08-22 07:00:00+00:00
2024-08-22T06:00:00+00:00,1.9,8573,pm25,-122.4834,45.4962,2024-08-22 06:00:00+00:00
2024-08-22T05:00:00+00:00,2,8573,pm25,-122.4834,45.4962,2024-08-22 05:00:00+00:00
2024-08-22T04:00:00+00:00,2.1,8573,pm25,-122.4834,45.4962,2024-08-22 04:00:00+00:00
2024-08-22T03:00:00+00:00,2.2,8573,pm25,-122.4834,45.4962,2024-08-22 03:00:00+00:00
2024-08-22T02:00:00+00:00,2.1,8573,pm25,-122.4834,45.4962,2024-08-22 02:00:00+00:00
2024-08-22T01:00:00+00:00,2.2,8573,pm25,-122.4834,45.4962,2024-08-22 01:00:00+00:00
2024-08-21T22:00:00+00:00,3,8573,pm25,-122.4834,45.4962,2024-08-21 22:00:00+00:00
2024-08-21T20:00:00+00:00,3.1,8573,pm25,-122.4834,45.4962,2024-08-21 20:00:00+00:00
2024-08-21T19:00:00+00:00,2.7,8573,pm25,-122.4834,45.4962,2024-08-21 19:00:00+00:00
2024-08-21T17:00:00+00:00,2.9,8573,pm25,-122.4834,45.4962,2024-08-21 17:00:00+00:00
2024-08-21T15:00:00+00:00,3.1,8573,pm25,-122.4834,45.4962,2024-08-21 15:00:00+00:00
2024-08-21T13:00:00+00:00,3.9,8573,pm25,-122.4834,45.4962,2024-08-21 13:00:00+00:00
2024-08-21T12:00:00+00:00,3.7,8573,pm25,-122.4834,45.4962,2024-08-21 12:00:00+00:00
2024-08-21T11:00:00+00:00,3.7,8573,pm25,-122.4834,45.4962,2024-08-21 11:00:00+00:00
2024-08-21T10:00:00+00:00,4.7,8573,pm25,-122.4834,45.4962,2024-08-21 10:00:00+00:00
2024-08-21T09:00:00+00:00,3.7,8573,pm25,-122.4834,45.4962,2024-08-21 09:00:00+00:00
2024-08-21T08:00:00+00:00,3.7,8573,pm25,-122.4834,45.4962,2024-08-21 08:00:00+00:00
2024-08-21T07:00:00+00:00,3.8,8573,pm25,-122.4834,45.4962,2024-08-21 07:00:00+00:00
2024-08-21T06:00:00+00:00,5,8573,pm25,-122.4834,45.4962,2024-08-21 06:00:00+00:00
2024-08-21T05:00:00+00:00,5.8,8573,pm25,-122.4834,45.4962,2024-08-21 05:00:00+00:00
2024-08-21T04:00:00+00:00,6.6,8573,pm25,-122.4834,45.4962,2024-08-21 04:00:00+00:00
2024-08-21T03:00:00+00:00,6.2,8573,pm25,-122.4834,45.4962,2024-08-21 03:00:00+00:00
2024-08-20T22:00:00+00:00,4.7,8573,pm25,-122.4834,45.4962,2024-08-20 22:00:00+00:00
2024-08-20T21:00:00+00:00,4.2,8573,pm25,-122.4834,45.4962,2024-08-20 21:00:00+00:00
2024-08-20T20:00:00+00:00,3.5,8573,pm25,-122.4834,45.4962,2024-08-20 20:00:00+00:00
2024-08-20T19:00:00+00:00,3.5,8573,pm25,-122.4834,45.4962,2024-08-20 19:00:00+00:00
2024-08-20T17:00:00+00:00,3.2,8573,pm25,-122.4834,45.4962,2024-08-20 17:00:00+00:00
2024-08-20T15:00:00+00:00,3.1,8573,pm25,-122.4834,45.4962,2024-08-20 15:00:00+00:00
2024-08-20T14:00:00+00:00,2.9,8573,pm25,-122.4834,45.4962,2024-08-20 14:00:00+00:00
2024-08-20T13:00:00+00:00,3.9,8573,pm25,-122.4834,45.4962,2024-08-20 13:00:00+00:00
2024-08-20T12:00:00+00:00,3.1,8573,pm25,-122.4834,45.4962,2024-08-20 12:00:00+00:00
2024-08-20T11:00:00+00:00,3,8573,pm25,-122.4834,45.4962,2024-08-20 11:00:00+00:00
